,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022,INSTITUICAO_ENSINO_ALUNO_2020_Escola João Paulo II,INSTITUICAO_ENSINO_ALUNO_2020_Escola Pública,INSTITUICAO_ENSINO_ALUNO_2020_Rede Decisão/União,Cluster,Cluster_IEG,Cluster_2020,Cluster_2021,Cluster_2022
623,624,15.0,1.0,0.0,5.227220000000001,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.4,2.5,6.666666666666667,6.249999999999999,5.444433333333334,5.0,3.0,F,Escola Pública,Veterano,Ágata,5.742,7.1,5.0,7.5,5.1,7.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.5,2.5,Nível 6 (2o EM),-3.0,4.0,F,2019.0,Não,3.737944252525253,858.0,75.0,15.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.08334,3.536931818181818,5.0,1.444444444444444,1.666666666666667,2.666666666666667,4.0,5.0,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,3.916675,2.5,Fase 7 (3º EM),,,,0,0,1,2,1
633,634,12.0,2.0,0.0,6.147084,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.9166799999999995,7.1,4.375,7.5,2.8125,6.58333,5.0,1.0,A,Escola JP II,Veterano,Quartzo,3.754,6.3,2.1,6.3,2.4,4.4,Não avaliado,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,3.3,5.0,Nível 3 (7o e 8o ano),-2.0,2.0,A,2018.0,Sim,5.248612,807.0,153.0,13.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,5.833333333333334,3.75,2.916666666666667,0.1666666666666666,5.666666666666667,3.0,4.791666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,6.722216666666666,5.0,Fase 4 (9º ano),,,,0,2,1,0,1
637,638,13.0,1.0,0.0,6.906668,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,9.2,5.0,8.5,2.5,6.08333,5.0,2.0,I,Escola Pública,Veterano,Ágata,6.783,8.5,6.3,6.9,6.1,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,7.7,5.0,Nível 4 (9o ano),-2.0,3.0,G,2019.0,Não,4.311944251526252,847.0,142.0,13.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.16668,3.63610347985348,5.0,1.777777777777778,1.0,3.666666666666667,4.0,5.625,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,3.75,5.0,Fase 5 (1º EM),,,,1,1,0,2,1
641,642,9.0,1.0,0.0,8.003890666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.50002,6.7,7.5,10.0,7.083333333333334,7.277776666666666,10.0,1.0,C,Escola Pública,Veterano,Ametista,7.082,8.5,7.5,6.3,6.4,6.9,Alocado em Fase anterior,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,8.2,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,D,2019.0,Não,6.946674134932534,507.0,132.0,11.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,0.0,9.365317341329336,5.0,9.083333333333332,9.0,9.166666666666666,3.0,6.458333333333334,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,8.055553333333334,5.0,Fase 2 (5º e 6º ano),,,,2,2,0,1,2
643,644,10.0,2.0,1.0,8.626253,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.500020000000001,8.6,8.75,10.0,7.8125,9.000005,5.0,2.0,A,Rede Decisão,Veterano,Topázio,9.163,10.0,10.0,5.0,9.4,8.5,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,1.0,9.7,10.0,Nível 2 (5o e 6o ano),0.0,3.0,A,2018.0,Sim,8.441663515948964,42.0,11.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.310738968633705,6.25,8.111111111111112,7.666666666666667,8.333333333333334,4.0,8.90625,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,8.6250025,10.0,Fase 3 (7º e 8º ano),,,,2,2,0,1,2
644,645,8.0,0.0,0.0,8.600003000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,9.5,7.5,6.500005,10.0,0.0,J,Escola Pública,Veterano,Ágata,6.633,10.0,6.7,7.5,5.3,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,6.2,5.0,Nível 1 (4o ano),-1.0,1.0,A,2020.0,Não,4.742008908382067,837.0,191.0,14.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,4.015594541910332,7.5,1.166666666666666,1.0,1.333333333333333,3.0,4.166666666666666,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.44444,5.0,Fase 2 (5º e 6º ano),,,,2,1,0,2,1
646,647,11.0,2.0,0.0,7.201112666666667,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.2,5.0,7.5,6.666666666666667,7.722219999999999,5.0,2.0,R,Escola Pública,Veterano,Quartzo,3.868,9.5,1.7,5.0,0.0,7.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,4.3,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,P,2018.0,Não,7.366941455828123,373.0,54.0,5.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,8.945807279140613,5.0,6.916666666666666,6.333333333333333,7.5,3.0,6.666666666666666,Promovido de Fase,Promovido de Fase,Não,0.0,7.888890000000001,5.0,Fase 3 (7º e 8º ano),,,,0,2,0,0,2
656,657,11.0,1.0,0.0,8.776947333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.6,7.5,8.5,8.958333333333332,8.055560000000002,10.0,2.0,P,Escola Pública,Veterano,Ametista,8.046,9.5,6.3,7.5,8.5,9.0,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase + Bolsa,Não avaliado,1.0,10.0,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,A,2019.0,Sim,8.622797438146648,25.0,6.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.544534412955466,8.75,6.777777777777778,6.833333333333333,7.333333333333333,4.0,8.75,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,8.458335,10.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
662,663,10.0,2.0,0.0,7.377085000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.5,6.25,9.0,4.6875,6.916665,5.0,2.0,D,Escola Pública,Veterano,Quartzo,5.479,7.8,2.9,7.5,3.3,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.2,10.0,Nível 2 (5o e 6o ano),0.0,2.0,D,2018.0,Não,5.378863434173669,796.0,151.0,11.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,5.83334,4.984593837535014,7.5,4.5,5.5,3.5,3.0,4.375,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.055553333333335,5.0,Fase 3 (7º e 8º ano),,,,1,2,0,0,1
663,664,15.0,1.0,1.0,9.219448333333334,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.583350000000001,10.0,10.0,9.333333333333334,9.166666666666666,9.8889,5.0,5.0,A,Rede Decisão,Veterano,Topázio,8.681,10.0,8.6,7.5,9.3,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,1.0,9.9,5.0,Nível 6 (2o EM),-1.0,6.0,A,2019.0,Sim,8.842987091787439,9.0,2.0,2.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.485054347826086,9.375,8.011111111111111,9.0,5.7,4.0,9.0625,Promovido de Fase,Promovido de Fase + Bolsa,Não,1.0,10.00001,5.0,Fase 7 (3º EM),,,,2,1,0,1,2
667,668,10.0,0.0,0.0,7.728335333333334,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.1,7.5,9.0,7.916666666666668,7.833333333333333,5.0,2.0,J,Escola Pública,Veterano,Ágata,6.722,8.0,5.8,7.5,4.5,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,6.8,10.0,Nível 2 (5o e 6o ano),0.0,2.0,K,2020.0,Não,6.658016026362202,602.0,100.0,7.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,7.324793465144342,7.5,5.25,4.0,6.5,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,6.944443333333333,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,2,0
680,681,13.0,2.0,0.0,5.648752,D,Quartzo,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,7.9,5.0,1.25,4.6875,7.75,5.0,2.0,C,Escola Pública,Veterano,Ágata,6.842,8.5,6.3,6.9,6.6,7.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,7.5,5.0,Nível 4 (9o ano),-2.0,3.0,K,2018.0,Não,6.665405026862027,600.0,79.0,12.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,6.922504578754578,7.5,4.555555555555555,5.0,6.0,4.0,8.28125,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,6.666665,5.0,Fase 5 (1º EM),,,,0,2,2,2,0
685,686,11.0,2.0,0.0,7.767919,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,10.000020000000001,8.6,5.0,9.0,7.8125,7.333335,5.0,0.0,P,Escola Pública,Veterano,Ametista,6.917,9.5,5.8,7.5,6.5,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,7.5,5.0,Nível 2 (5o e 6o ano),-2.0,1.0,G,2018.0,Não,6.853260478696742,539.0,136.0,4.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,7.349624060150376,6.875,6.583333333333333,5.0,8.166666666666666,2.0,5.625,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.333335,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,2,0
688,689,11.0,3.0,1.0,7.776669999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,9.3,5.0,5.5,5.0,9.58334,10.0,2.0,B,Rede Decisão,Veterano,Ametista,7.908,8.5,9.2,7.5,7.9,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,8.3,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,B,2017.0,Sim,8.016570200779729,137.0,21.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9.249512670565302,5.0,6.333333333333333,6.833333333333333,6.333333333333333,4.0,8.75,Promovido de Fase + Bolsa,Promovido de Fase,Não,0.0,8.25,10.0,Fase 3 (7º e 8º ano),,,,2,1,2,1,2
692,693,8.0,0.0,0.0,8.25,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,10.0,7.5,10.0,2.5,6.99999,10.0,0.0,P,Escola Pública,Veterano,Ágata,6.675,8.5,5.0,7.5,5.9,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,0.0,8.3,5.0,Nível 1 (4o ano),-1.0,1.0,K,2020.0,Não,7.434636280701754,341.0,90.0,6.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,8.624561403508771,7.5,7.416666666666666,5.666666666666667,9.166666666666666,3.0,6.041666666666667,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.61111,5.0,Fase 2 (5º e 6º ano),,,,1,1,0,2,2
694,695,8.0,0.0,0.0,8.631250000000001,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,10.0,7.5,9.0,7.8125,6.99999,10.0,0.0,J,Escola Pública,Veterano,Topázio,8.263,10.0,10.0,7.5,7.1,7.5,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não avaliado,1.0,9.3,5.0,Nível 1 (4o ano),-1.0,1.0,A,2020.0,Não,7.620637142857143,264.0,68.0,4.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,9.88095238095238,7.5,7.25,6.666666666666667,7.833333333333333,3.0,5.0,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.222223333333334,5.0,Fase 2 (5º e 6º ano),,,,2,1,0,1,2
699,700,11.0,1.0,0.0,6.966111333333335,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.000020000000001,6.9,7.5,4.5,7.916666666666668,6.222213333333333,10.0,2.0,I,Escola Pública,Veterano,Ágata,6.197,9.5,4.6,7.5,4.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,I,2019.0,Não,6.103704377554813,707.0,130.0,11.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,10.00002,5.858788554440729,5.625,4.0,3.666666666666667,4.333333333333333,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.222223333333333,5.0,Fase 3 (7º e 8º ano),,,,0,2,2,2,1
702,703,13.0,1.0,0.0,8.340419,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,9.9,7.5,9.5,8.4375,7.583335,5.0,3.0,F,Escola Pública,Veterano,Ametista,7.106,9.2,6.7,7.5,6.3,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,0.0,7.9,5.0,Nível 4 (9o ano),-1.0,4.0,B,2019.0,Não,6.824891426456685,547.0,48.0,9.0,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,5.945980743394537,7.5,6.188888888888889,3.666666666666667,5.166666666666667,4.0,7.8125,Promovido de Fase + Bolsa,Mantido na Fase atual,Sim,0.0,7.6666675,5.0,Fase 5 (1º EM),,,,2,1,0,2,0
706,707,14.0,1.0,0.0,7.794168000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.000020000000001,8.7,7.5,8.0,7.708333333333334,7.666663333333333,5.0,2.0,C,Escola Pública,Veterano,Ágata,6.814,9.5,7.1,7.5,5.4,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.1,2.5,Nível 5 (1o EM),-3.0,3.0,D,2019.0,Não,5.942467448717949,733.0,105.0,7.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,6.868589743589744,7.5,3.5,4.0,4.833333333333333,4.0,7.1875,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.3749925,2.5,Fase 6 (2º EM),,,,2,1,0,2,0
707,708,10.0,1.0,0.0,8.004724,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.500020000000001,8.1,7.5,10.0,7.291666666666667,7.777776666666667,5.0,1.0,E,Escola Pública,Veterano,Ametista,7.286,9.0,9.2,7.5,5.1,8.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,7.2,5.0,Nível 2 (5o e 6o ano),-1.0,1.0,J,2019.0,Não,5.888588956521739,739.0,175.0,16.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.000020000000001,6.130434782608695,7.5,2.833333333333333,2.666666666666667,3.0,3.0,6.458333333333334,Promovido de Fase,Mantido na Fase atual,Não,0.0,6.999999999999999,5.0,Fase 3 (7º e 8º ano),,,,2,2,0,1,1
709,710,10.0,2.0,0.0,8.431669,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.500020000000001,8.2,6.25,9.0,7.5,8.333335,10.0,2.0,B,Rede Decisão,Veterano,Topázio,8.713,9.5,9.2,7.5,8.3,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,0.0,8.4,10.0,Nível 2 (5o e 6o ano),0.0,3.0,B,2018.0,Sim,8.124397285239297,106.0,17.0,3.0,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,9.099410315085372,7.5,5.111111111111111,4.0,6.0,4.0,8.90625,Promovido de Fase + Bolsa,Promovido de Fase,Não,1.0,8.625,10.0,Fase 3 (7º e 8º ano),,,,2,2,0,1,2
720,721,12.0,1.0,0.0,5.660002,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,7.3,5.0,4.0,2.5,7.0,5.0,2.0,I,Escola Pública,Veterano,Quartzo,5.029,9.5,3.8,5.6,2.5,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,0.0,5.5,5.0,Nível 3 (7o e 8o ano),-1.0,3.0,G,2019.0,Não,4.563332,841.0,139.0,12.0,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.809722222222223,5.0,1.277777777777778,1.0,2.333333333333333,4.0,6.875,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.54166,5.0,Fase 4 (9º ano),,,,0,2,2,0,1
731,732,14.0,2.0,0.0,7.851389666666667,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.91667,7.0,7.5,7.666666666666667,8.541666666666666,7.611113333333334,10.0,5.0,L,Rede Decisão,Veterano,Ametista,7.765,7.9,6.4,7.5,8.0,8.1,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,0.0,7.7,10.0,Nível 5 (1o EM),0.0,6.0,A,2018.0,Sim,7.369714659440588,370.0,11.0,11.0,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,5.248218852758495,8.75,6.077777777777778,5.666666666666667,3.633333333333333,4.0,7.65625,Promovido de Fase,Mantido na Fase atual,Não,0.0,7.944446666666668,10.0,Fase 6 (2º EM),,,,2,2,0,1,0
736,737,11.0,1.0,0.0,8.070001999999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.500020000000001,9.6,7.5,6.5,7.5,7.5,10.0,2.0,N,Escola Pública,Veterano,Ametista,7.431,9.0,7.1,7.5,6.9,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,8.1,5.0,Nível 3 (7o e 8o ano),-1.0,2.0,U,2019.0,Não,7.378176603174603,369.0,53.0,3.0,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.000020000000001,9.682539682539682,7.5,6.333333333333333,5.333333333333333,7.333333333333333,3.0,6.25,Mantido na Fase atual,Promovido de Fase,Não,0.0,7.5,5.0,Fase 3 (7º e 8º ano),,,,2,1,0,1,2
737,738,12.0,2.0,0.0,7.458336000000001,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.50002,9.0,6.875,6.0,8.541666666666668,8.333336666666668,5.0,3.0,J,Rede Decisão,Veterano,Ametista,8.042,9.2,7.8,6.3,8.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,0.0,7.9,10.0,Nível 3 (7o e 8o ano),0.0,4.0,P,2018.0,Sim,7.006941758454106,484.0,40.0,4.0,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.33335,9.182971014492754,5.625,4.877777777777777,3.666666666666667,6.666666666666667,4.0,6.40625,Mantido na Fase atual,Mantido na Fase atual,Não,0.0,5.79166,10.0,Fase 4 (9º ano),,,,2,1,2,1,0
